Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
,25-34,PhD,Retail,Urban,High,2.0,59500.0,2026-01-17
,35-44,High school,Technology,Urban,High,15.0,,2026-01-18
Unemployed,25-34,Master's,Retail,Hyderabad,Low,,14100.0,2026-01-19
Unemployed,35-44,Bachelor’s,Technology,Urban,Low,23.0,7600.0,2026-01-20
Unemployed,18-24,Diploma,Healthcare,Rural,Medium,13.0,57500.0,2026-01-21
,25-34,Bachelor’s,Finance,Delhi,Medium,,36900.0,2026-01-22
Employed,18-24,PhD,Healthcare,Hyderabad,Low,,130100.0,2026-01-23
Unemployed,18-24,Master's,Technology,Suburban,High,,45200.0,2026-01-24
Unemployed,25-34,PhD,,Mumbai,Low,16.0,93400.0,2026-01-25
Unemployed,35-44,Diploma,Finance,Rural,High,,149900.0,2026-01-26
Employed,35-44,High school,Retail,Delhi,High,,47800.0,2026-01-27
Unemployed,18-24,High school,Finance,Mumbai,Low,,76800.0,2026-01-28
Employed,,PhD,Finance,Hyderabad,,21.0,63800.0,2026-01-29
Employed,25-34,Master's,Finance,Mumbai,,,121900.0,2026-01-30
Employed,45-54,Master's,Technology,Mumbai,High,19.0,75900.0,2026-01-31
Unemployed,18-24,Bachelor’s,Retail,Hyderabad,Medium,22.0,82600.0,2026-02-01
Employed,45-54,Bachelor’s,Technology,Bangalore,Medium,26.0,69200.0,2026-02-02
Unemployed,25-34,PhD,Healthcare,Hyderabad,High,,128300.0,2026-02-03
Unemployed,,PhD,Healthcare,Mumbai,Low,,148400.0,2026-02-04
Unemployed,,Diploma,,Urban,Low,,146500.0,2026-02-05
Unemployed,25-34,High school,Healthcare,,Medium,,,2026-02-06
Unemployed,45-54,High school,Healthcare,Hyderabad,,,,2026-02-07
Employed,25-34,High school,Retail,Rural,High,30.0,78100.0,2026-02-08
Unemployed,55+,Diploma,Healthcare,Bangalore,Low,22.0,36800.0,2026-02-09
Employed,25-34,PhD,Technology,Delhi,High,29.0,84500.0,2026-02-10
Employed,25-34,PhD,Healthcare,Urban,High,,100900.0,2026-02-11
Unemployed,18-24,High school,Healthcare,Mumbai,Medium,,,2026-02-12
Unemployed,35-44,Bachelor’s,Technology,Urban,Medium,,13300.0,2026-02-13
Employed,18-24,Master's,Finance,Rural,Low,11.0,65100.0,2026-02-14
Unemployed,25-34,Master's,Finance,Hyderabad,Low,,139900.0,2026-02-15
Employed,25-34,Master's,Healthcare,Urban,,27.0,137500.0,2026-02-16
Unemployed,,Bachelor’s,Technology,Hyderabad,High,,79400.0,2026-02-17
Unemployed,35-44,PhD,Healthcare,,Medium,3.0,,2026-02-18
,,Bachelor’s,Finance,Urban,Medium,12.0,,2026-02-19
Unemployed,35-44,,Education,Mumbai,Low,,86900.0,2026-02-20
Unemployed,18-24,,Healthcare,Delhi,Low,,21700.0,2026-02-21
Employed,55+,Master's,Healthcare,Rural,Medium,,,2026-02-22
,45-54,Master's,Retail,Bangalore,Medium,,,2026-02-23
Unemployed,,PhD,,Bangalore,Medium,0.0,79200.0,2026-02-24
Employed,18-24,PhD,Technology,Hyderabad,Low,,62700.0,2026-02-25
Unemployed,45-54,Bachelor’s,Technology,Urban,High,,141400.0,2026-02-26
Employed,25-34,Bachelor’s,,Suburban,,,,2026-02-27
Unemployed,55+,,Education,Hyderabad,Low,22.0,44000.0,2026-02-28
Unemployed,55+,Bachelor’s,Technology,Rural,High,,,2026-03-01
Unemployed,18-24,Master's,Technology,,Low,0.0,80400.0,2026-03-02
Unemployed,55+,,Finance,Bangalore,,,106300.0,2026-03-03
Employed,18-24,Bachelor’s,Retail,Delhi,Medium,,120600.0,2026-03-04
Employed,25-34,,Technology,Suburban,Medium,26.0,38900.0,2026-03-05
Employed,45-54,,Technology,Bangalore,High,,,2026-03-06
Unemployed,55+,Bachelor’s,Retail,Urban,High,16.0,53200.0,2026-03-07
Employed,18-24,Diploma,Retail,Delhi,,,22300.0,2026-03-08
Employed,18-24,Master's,Education,Urban,High,,76500.0,2026-03-09
Unemployed,35-44,Bachelor’s,Finance,Suburban,Medium,27.0,65100.0,2026-03-10
Unemployed,18-24,Master's,Education,Mumbai,High,24.0,107300.0,2026-03-11
Unemployed,18-24,PhD,Technology,Urban,Medium,5.0,122000.0,2026-03-12
Unemployed,35-44,Master's,Healthcare,Bangalore,Medium,,60800.0,2026-03-13
Employed,35-44,PhD,Education,Mumbai,Low,19.0,,2026-03-14
Employed,35-44,Master's,Retail,Urban,High,,,2026-03-15
Employed,25-34,Master's,,Mumbai,High,,63800.0,2026-03-16
Unemployed,18-24,,Healthcare,Suburban,High,,148400.0,2026-03-17
Employed,45-54,Diploma,Education,Urban,High,15.0,98600.0,2026-03-18
Unemployed,,PhD,Healthcare,Urban,High,1.0,99000.0,2026-03-19
Employed,45-54,,Healthcare,Rural,Medium,,,2026-03-20
Employed,25-34,Bachelor’s,Technology,Urban,,,69100.0,2026-03-21
,18-24,,Finance,Hyderabad,Medium,,41300.0,2026-03-22
Employed,25-34,High school,Healthcare,Delhi,High,,7900.0,2026-03-23
Unemployed,55+,Master's,Healthcare,Delhi,High,,34400.0,2026-03-24
Unemployed,55+,Master's,Healthcare,Rural,High,17.0,73200.0,2026-03-25
Employed,45-54,Master's,Technology,Delhi,High,,107100.0,2026-03-26
Unemployed,25-34,Master's,Technology,Urban,Low,,11500.0,2026-03-27
Unemployed,18-24,PhD,Technology,Hyderabad,Low,,,2026-03-28
,25-34,Diploma,Healthcare,Suburban,High,,93800.0,2026-03-29
Unemployed,18-24,Diploma,,,Medium,6.0,122100.0,2026-03-30
Employed,25-34,Master's,Retail,Suburban,Low,,33400.0,2026-03-31
Unemployed,55+,PhD,Technology,Delhi,High,18.0,42700.0,2026-04-01
,25-34,PhD,Retail,Urban,Low,23.0,149100.0,2026-04-02
,45-54,High school,Education,Rural,Low,,132300.0,2026-04-03
Unemployed,,Bachelor’s,,Urban,High,,,2026-04-04
Unemployed,25-34,PhD,Finance,Hyderabad,Medium,12.0,,2026-04-05
Employed,18-24,PhD,Finance,,Low,,18700.0,2026-04-06
Employed,,,Technology,Rural,Medium,,127200.0,2026-04-07
Employed,55+,PhD,Technology,Suburban,Low,30.0,129400.0,2026-04-08
Unemployed,,High school,,Bangalore,Low,16.0,72300.0,2026-04-09
Employed,25-34,Bachelor’s,Retail,Bangalore,,,34400.0,2026-04-10
Employed,18-24,High school,Retail,Mumbai,High,,,2026-04-11
Employed,55+,PhD,Finance,Mumbai,Medium,14.0,40600.0,2026-04-12
Employed,,Bachelor’s,Technology,Delhi,High,2.0,147900.0,2026-04-13
Unemployed,18-24,High school,Education,Rural,Medium,,77800.0,2026-04-14
Unemployed,35-44,PhD,Healthcare,Rural,Low,5.0,43100.0,2026-04-15
Employed,,PhD,Retail,Hyderabad,Medium,1.0,,2026-04-16
,25-34,Master's,Technology,,Low,28.0,109600.0,2026-04-17
Employed,,Diploma,,Rural,Low,23.0,61700.0,2026-04-18
Employed,35-44,Master's,Retail,Bangalore,Medium,,,2026-04-19
Employed,18-24,Master's,,Urban,Medium,9.0,148500.0,2026-04-20
Employed,18-24,Master's,Technology,Bangalore,Medium,20.0,54400.0,2026-04-21
,35-44,Master's,,Delhi,Low,,81000.0,2026-04-22
Employed,,Bachelor’s,Retail,Delhi,Low,,78300.0,2026-04-23
Employed,35-44,High school,Finance,Rural,High,7.0,137000.0,2026-04-24
Unemployed,45-54,Diploma,Healthcare,Suburban,Medium,14.0,144900.0,2026-04-25
Employed,35-44,PhD,Technology,Suburban,Medium,30.0,149800.0,2026-04-26
Employed,55+,Bachelor’s,Retail,Bangalore,Medium,,81300.0,2026-04-27
Employed,25-34,PhD,Healthcare,Mumbai,Medium,,,2026-04-28
Employed,18-24,PhD,Retail,Mumbai,High,,134900.0,2026-04-29
Employed,35-44,Master's,Healthcare,Rural,High,,100000.0,2026-04-30
,18-24,PhD,Finance,Urban,High,,18100.0,2026-05-01
,55+,PhD,Technology,Urban,Medium,16.0,110600.0,2026-05-02
,25-34,PhD,Retail,Urban,Low,22.0,148400.0,2026-05-03
Employed,55+,High school,Technology,Urban,High,,27500.0,2026-05-04
Unemployed,35-44,PhD,Technology,Rural,High,,102500.0,2026-05-05
Employed,18-24,High school,Finance,,Low,7.0,117100.0,2026-05-06
Unemployed,45-54,Master's,Finance,Mumbai,High,25.0,,2026-05-07
Unemployed,45-54,PhD,,Hyderabad,High,7.0,39300.0,2026-05-08
Unemployed,18-24,PhD,Technology,Mumbai,Medium,,93000.0,2026-05-09
Employed,45-54,PhD,,Urban,Medium,16.0,70500.0,2026-05-10
Unemployed,25-34,Master's,Retail,Bangalore,Low,26.0,28900.0,2026-05-11
Unemployed,35-44,Bachelor’s,Healthcare,Hyderabad,High,28.0,52200.0,2026-05-12
Unemployed,18-24,High school,Retail,,High,29.0,6300.0,2026-05-13
,25-34,Bachelor’s,Retail,Suburban,Low,7.0,89400.0,2026-05-14
Unemployed,,PhD,Finance,Suburban,Low,,5800.0,2026-05-15
Unemployed,18-24,Bachelor’s,Retail,,Low,20.0,141800.0,2026-05-16
Unemployed,45-54,Bachelor’s,Healthcare,Bangalore,High,,125800.0,2026-05-17
,18-24,High school,,Delhi,High,20.0,54800.0,2026-05-18
Employed,25-34,Bachelor’s,Healthcare,Bangalore,Medium,,65800.0,2026-05-19
Unemployed,45-54,High school,Finance,Suburban,,,55800.0,2026-05-20
Employed,35-44,Master's,Technology,Delhi,Low,6.0,15200.0,2026-05-21
Unemployed,25-34,High school,Retail,,High,,72500.0,2026-05-22
Unemployed,25-34,Master's,Education,Urban,Low,11.0,,2026-05-23
,35-44,Master's,Finance,Delhi,Low,1.0,119900.0,2026-05-24
Employed,18-24,PhD,Technology,Mumbai,,11.0,140400.0,2026-05-25
Employed,18-24,High school,Healthcare,Rural,Low,6.0,105600.0,2026-05-26
Unemployed,18-24,Bachelor’s,Retail,Mumbai,High,29.0,139800.0,2026-05-27
Employed,18-24,Master's,,Bangalore,Medium,25.0,52400.0,2026-05-28
Employed,18-24,Diploma,Finance,,High,,,2026-05-29
Employed,18-24,,,Rural,,2.0,18400.0,2026-05-30
Employed,35-44,PhD,Retail,,Medium,8.0,78000.0,2026-05-31
Employed,45-54,Diploma,Education,Urban,Medium,1.0,85400.0,2026-06-01
,18-24,High school,Education,Mumbai,Medium,,48000.0,2026-06-02
Unemployed,18-24,Bachelor’s,Retail,Urban,Low,17.0,58300.0,2026-06-03
Employed,55+,Bachelor’s,Education,Bangalore,,,,2026-06-04
Unemployed,,Master's,Retail,Suburban,Low,26.0,,2026-06-05
Unemployed,25-34,High school,Healthcare,Mumbai,Medium,,66100.0,2026-06-06
,45-54,Master's,Retail,Bangalore,Medium,28.0,48200.0,2026-06-07
Employed,45-54,Master's,Technology,Rural,High,,,2026-06-08
Unemployed,,Master's,Healthcare,Suburban,Low,5.0,78700.0,2026-06-09
,18-24,PhD,Retail,Urban,Low,4.0,87500.0,2026-06-10
Unemployed,35-44,PhD,,Delhi,Medium,,,2026-06-11
Employed,18-24,High school,Healthcare,Hyderabad,Low,6.0,,2026-06-12
Unemployed,35-44,Master's,,Delhi,Medium,1.0,70300.0,2026-06-13
,,Bachelor’s,,Suburban,High,1.0,128000.0,2026-06-14
Employed,18-24,High school,Retail,Urban,,,137700.0,2026-06-15
,35-44,Diploma,Education,Delhi,,2.0,96500.0,2026-06-16
Unemployed,25-34,High school,Finance,,High,,99400.0,2026-06-17
Employed,35-44,,Technology,Bangalore,Low,,,2026-06-18
Employed,,High school,Retail,Bangalore,High,17.0,12100.0,2026-06-19
Employed,,Master's,Retail,Hyderabad,Medium,27.0,56700.0,2026-06-20
Employed,25-34,Master's,,Mumbai,High,,95300.0,2026-06-21
Unemployed,45-54,High school,Retail,Rural,High,,15000.0,2026-06-22
,18-24,Master's,Finance,,High,,58800.0,2026-06-23
Employed,55+,High school,Healthcare,Delhi,High,4.0,6100.0,2026-06-24
Employed,18-24,High school,Retail,,,,146800.0,2026-06-25
Employed,55+,High school,Technology,Urban,Medium,10.0,,2026-06-26
Employed,25-34,,Finance,Rural,Low,,33600.0,2026-06-27
Employed,55+,Master's,Healthcare,Hyderabad,Low,4.0,69300.0,2026-06-28
Employed,25-34,High school,Finance,Urban,Low,18.0,,2026-06-29
Employed,,Bachelor’s,Healthcare,Bangalore,Medium,,,2026-06-30
Employed,25-34,Bachelor’s,,Delhi,,23.0,28500.0,2026-07-01
Unemployed,25-34,,Healthcare,Urban,Medium,21.0,30500.0,2026-07-02
,18-24,Bachelor’s,Retail,Bangalore,High,,,2026-07-03
Unemployed,45-54,Diploma,Healthcare,Urban,High,,137200.0,2026-07-04
Employed,,Diploma,,Mumbai,High,19.0,,2026-07-05
Unemployed,18-24,Diploma,Healthcare,Urban,High,,,2026-07-06
,25-34,,Education,Bangalore,High,,59000.0,2026-07-07
Unemployed,25-34,Master's,Finance,Mumbai,Low,,143000.0,2026-07-08
Employed,35-44,Bachelor’s,Education,Rural,High,,9600.0,2026-07-09
Unemployed,25-34,Bachelor’s,Education,,Medium,19.0,68200.0,2026-07-10
Unemployed,25-34,PhD,Finance,Urban,Medium,1.0,,2026-07-11
Unemployed,18-24,PhD,Retail,Mumbai,High,,81700.0,2026-07-12
Unemployed,18-24,Diploma,Education,Mumbai,Medium,5.0,104700.0,2026-07-13
Employed,45-54,High school,Retail,Suburban,Medium,,36000.0,2026-07-14
Unemployed,35-44,Master's,Healthcare,Urban,High,,,2026-07-15
Employed,25-34,Diploma,,Rural,,,,2026-07-16
Unemployed,45-54,PhD,Healthcare,Rural,,,50500.0,2026-07-17
Employed,,Diploma,,Suburban,High,6.0,55000.0,2026-07-18
Unemployed,18-24,,,Urban,,13.0,113500.0,2026-07-19
Unemployed,25-34,Diploma,Education,Delhi,Medium,25.0,101200.0,2026-07-20
,45-54,Diploma,Education,Hyderabad,Low,25.0,6100.0,2026-07-21
Employed,45-54,Diploma,Retail,Urban,High,4.0,,2026-07-22
Employed,18-24,High school,Technology,Rural,High,,10700.0,2026-07-23
Unemployed,25-34,Bachelor’s,Retail,Urban,High,2.0,56700.0,2026-07-24
,,Bachelor’s,Education,Hyderabad,Medium,11.0,,2026-07-25
,18-24,Diploma,,,High,,146800.0,2026-07-26
Unemployed,25-34,Master's,Retail,Delhi,High,2.0,87600.0,2026-07-27
Employed,45-54,Master's,,Delhi,High,9.0,131600.0,2026-07-28
Unemployed,35-44,PhD,Healthcare,Bangalore,High,,49000.0,2026-07-29
Unemployed,25-34,PhD,Finance,Delhi,Low,16.0,49200.0,2026-07-30
,18-24,PhD,Finance,Hyderabad,Low,18.0,31700.0,2026-07-31
Employed,18-24,High school,Technology,Delhi,Medium,,,2026-08-01
Employed,45-54,Master's,Technology,Urban,High,25.0,,2026-08-02
Employed,25-34,High school,Technology,Urban,Low,11.0,126300.0,2026-08-03
Employed,25-34,,Finance,Delhi,,,120300.0,2026-08-04
Unemployed,55+,PhD,Retail,Hyderabad,Low,7.0,65800.0,2026-08-05
Employed,55+,,Healthcare,Suburban,Medium,10.0,,2026-08-06
,18-24,Master's,Healthcare,Mumbai,Medium,,,2026-08-07
Employed,18-24,PhD,Technology,Suburban,High,,100300.0,2026-08-08
,35-44,Bachelor’s,Finance,Urban,Medium,,74300.0,2026-08-09
Employed,35-44,Master's,Technology,,Medium,,77100.0,2026-08-10
,,High school,Retail,Delhi,Medium,,91200.0,2026-08-11
Employed,18-24,High school,Technology,Mumbai,Low,10.0,51800.0,2026-08-12
Unemployed,45-54,Master's,Technology,Mumbai,,,90700.0,2026-08-13
Employed,18-24,Master's,Finance,Delhi,,25.0,103400.0,2026-08-14
Unemployed,35-44,Master's,Healthcare,Delhi,Low,,24500.0,2026-08-15
,35-44,Bachelor’s,Retail,Rural,Medium,,42200.0,2026-08-16
Unemployed,25-34,PhD,Retail,,Low,20.0,6700.0,2026-08-17
Employed,18-24,,Healthcare,Bangalore,Medium,,137000.0,2026-08-18
Unemployed,18-24,Master's,Finance,Suburban,,14.0,97800.0,2026-08-19
Employed,35-44,PhD,Technology,Mumbai,Low,,69800.0,2026-08-20
Employed,35-44,Master's,Healthcare,Rural,,,39000.0,2026-08-21
Unemployed,,Bachelor’s,Retail,Urban,Medium,,85800.0,2026-08-22
Employed,55+,Diploma,Retail,Rural,,15.0,56400.0,2026-08-23
Unemployed,25-34,High school,Retail,Urban,Low,10.0,78100.0,2026-08-24
Employed,18-24,Master's,,Rural,,,46100.0,2026-08-25
Unemployed,45-54,,Finance,,,,36400.0,2026-08-26
Unemployed,35-44,Bachelor’s,Technology,Delhi,High,,12500.0,2026-08-27
Unemployed,18-24,Master's,,Delhi,Medium,18.0,91800.0,2026-08-28
Unemployed,,Master's,Healthcare,Bangalore,Low,,83800.0,2026-08-29
Employed,55+,Diploma,Education,Mumbai,Low,,,2026-08-30
Employed,25-34,High school,Education,,,,64900.0,2026-08-31
Unemployed,18-24,Bachelor’s,Finance,Urban,High,21.0,100700.0,2026-09-01
Employed,18-24,High school,Healthcare,Rural,,,66400.0,2026-09-02
Unemployed,25-34,Bachelor’s,Technology,Mumbai,Medium,11.0,92000.0,2026-09-03
Unemployed,,PhD,Education,Suburban,Medium,,55500.0,2026-09-04
Unemployed,55+,PhD,Education,Rural,Medium,18.0,12700.0,2026-09-05
Employed,45-54,Diploma,Technology,Suburban,High,18.0,44400.0,2026-09-06
Unemployed,18-24,Master's,Healthcare,Rural,Low,8.0,116200.0,2026-09-07
Employed,18-24,PhD,Finance,,Medium,,73900.0,2026-09-08
Employed,,High school,,,,,85700.0,2026-09-09
Unemployed,35-44,Diploma,Education,Mumbai,High,,,2026-09-10
,18-24,High school,Finance,,High,,,2026-09-11
,,Master's,,Bangalore,Low,,85300.0,2026-09-12
,55+,,Retail,Suburban,,,93500.0,2026-09-13
Unemployed,35-44,Master's,Retail,Delhi,High,3.0,88100.0,2026-09-14
Employed,25-34,PhD,Finance,Bangalore,High,,,2026-09-15
Employed,45-54,Master's,,Urban,High,18.0,,2026-09-16
Unemployed,45-54,Bachelor’s,Healthcare,Rural,Medium,13.0,72700.0,2026-09-17
Employed,45-54,Master's,Healthcare,Delhi,High,16.0,27300.0,2026-09-18
Unemployed,18-24,Bachelor’s,Retail,Urban,High,26.0,127000.0,2026-09-19
Unemployed,25-34,High school,Finance,Urban,Low,,57900.0,2026-09-20
,,Master's,Healthcare,Mumbai,Medium,,11000.0,2026-09-21
Unemployed,45-54,High school,Healthcare,Bangalore,Medium,8.0,42200.0,2026-09-22
Unemployed,18-24,,Healthcare,Delhi,Medium,20.0,,2026-09-23
Unemployed,18-24,High school,Retail,Urban,,,49000.0,2026-09-24
Employed,25-34,Master's,Retail,Mumbai,Low,9.0,19100.0,2026-09-25
Unemployed,18-24,PhD,Education,Delhi,Medium,,,2026-09-26
Employed,55+,Diploma,Finance,Bangalore,Low,,,2026-09-27
Unemployed,18-24,PhD,Retail,Delhi,Medium,18.0,75900.0,2026-09-28
Employed,25-34,Bachelor’s,,Rural,,,118400.0,2026-09-29
Unemployed,,Master's,Technology,Urban,Low,,,2026-09-30
Employed,25-34,PhD,Retail,Mumbai,Low,,131100.0,2026-10-01
Unemployed,18-24,Diploma,Finance,Delhi,Medium,,,2026-10-02
Unemployed,18-24,,,Suburban,Low,,126100.0,2026-10-03
Employed,25-34,Master's,Finance,Delhi,High,22.0,71500.0,2026-10-04
,,High school,Education,,Medium,6.0,45400.0,2026-10-05
Employed,45-54,,Healthcare,Mumbai,Medium,5.0,75400.0,2026-10-06
Unemployed,45-54,PhD,Retail,Delhi,,,92500.0,2026-10-07
Unemployed,18-24,Bachelor’s,Technology,Delhi,Low,28.0,39500.0,2026-10-08
Employed,18-24,Bachelor’s,,Rural,Low,,45200.0,2026-10-09
Unemployed,25-34,Bachelor’s,Education,Rural,Low,24.0,,2026-10-10
Employed,55+,Bachelor’s,Retail,Mumbai,Low,,135200.0,2026-10-11
Employed,,Diploma,Education,Delhi,Low,,44600.0,2026-10-12
Employed,18-24,Diploma,Education,Rural,Low,20.0,96900.0,2026-10-13
Unemployed,18-24,Bachelor’s,Technology,,,20.0,94400.0,2026-10-14
,25-34,Master's,Healthcare,Hyderabad,,25.0,9800.0,2026-10-15
Employed,55+,Bachelor’s,Technology,Hyderabad,,,,2026-10-16
Employed,55+,PhD,Finance,Mumbai,Low,,114400.0,2026-10-17
Employed,18-24,Diploma,Healthcare,Urban,High,,118000.0,2026-10-18
Unemployed,18-24,High school,Finance,Bangalore,Medium,,,2026-10-19
Employed,55+,,Retail,Suburban,Medium,,19900.0,2026-10-20
,45-54,,,Mumbai,High,2.0,,2026-10-21
Employed,25-34,High school,Retail,Mumbai,Low,5.0,133700.0,2026-10-22
Unemployed,25-34,PhD,Retail,Urban,Medium,,,2026-10-23
Employed,,Bachelor’s,,Urban,Low,3.0,62000.0,2026-10-24
Employed,25-34,,Technology,Urban,,19.0,,2026-10-25
Unemployed,,PhD,Retail,,Low,21.0,141000.0,2026-10-26
Unemployed,18-24,Bachelor’s,Technology,Urban,,,58500.0,2026-10-27
Employed,18-24,High school,Retail,Urban,Medium,20.0,15600.0,2026-10-28
Employed,45-54,Master's,Healthcare,Hyderabad,High,,12600.0,2026-10-29
Unemployed,45-54,High school,,,Medium,26.0,39400.0,2026-10-30
Unemployed,18-24,High school,Technology,Suburban,Medium,30.0,52100.0,2026-10-31
Unemployed,55+,Bachelor’s,Education,Bangalore,High,,18500.0,2026-11-01
Unemployed,18-24,Bachelor’s,Healthcare,Bangalore,Low,,95300.0,2026-11-02
Employed,18-24,Master's,Finance,Urban,,30.0,68900.0,2026-11-03
Unemployed,,PhD,Finance,Urban,Medium,0.0,80500.0,2026-11-04
Employed,35-44,Bachelor’s,Healthcare,Rural,Low,10.0,,2026-11-05
,25-34,High school,Finance,Urban,Low,,52500.0,2026-11-06
Unemployed,18-24,Diploma,Finance,Urban,,20.0,80400.0,2026-11-07
Unemployed,45-54,Master's,Healthcare,Delhi,High,,74800.0,2026-11-08
Employed,,High school,,Bangalore,High,,141700.0,2026-11-09
Unemployed,25-34,,Technology,Suburban,High,,,2026-11-10
Unemployed,35-44,High school,Retail,Hyderabad,,,14000.0,2026-11-11
Unemployed,,Diploma,Education,Rural,Medium,,,2026-11-12
Employed,55+,Bachelor’s,Retail,,Medium,,,2026-11-13
Employed,25-34,PhD,Healthcare,Suburban,High,8.0,45700.0,2026-11-14
Unemployed,18-24,High school,Finance,Urban,Low,,44000.0,2026-11-15
Unemployed,18-24,Master's,Technology,Mumbai,Medium,,126100.0,2026-11-16
Unemployed,18-24,High school,Finance,Suburban,Low,,,2026-11-17
Unemployed,18-24,PhD,,Mumbai,Medium,,141500.0,2026-11-18
Unemployed,18-24,Master's,Healthcare,Urban,Medium,,9700.0,2026-11-19
Unemployed,35-44,Bachelor’s,Retail,Urban,,,30500.0,2026-11-20
Unemployed,35-44,High school,Retail,Rural,Low,5.0,63300.0,2026-11-21
,55+,Diploma,Technology,Hyderabad,,24.0,100000.0,2026-11-22
Unemployed,25-34,Diploma,,Bangalore,High,,145200.0,2026-11-23
Unemployed,18-24,High school,Finance,Mumbai,Low,,,2026-11-24
Employed,45-54,PhD,Finance,,High,24.0,22000.0,2026-11-25
,18-24,High school,Healthcare,Urban,,12.0,,2026-11-26
Unemployed,18-24,Bachelor’s,Technology,Suburban,High,,116100.0,2026-11-27
Unemployed,18-24,PhD,Healthcare,Rural,Low,24.0,122900.0,2026-11-28
Unemployed,18-24,,,Suburban,High,22.0,19800.0,2026-11-29
Unemployed,,Master's,Healthcare,Hyderabad,Low,,,2026-11-30
Employed,18-24,PhD,Healthcare,Rural,,,123600.0,2026-12-01
Employed,,,Finance,Suburban,Medium,,27300.0,2026-12-02
Employed,25-34,Master's,Finance,Hyderabad,Medium,,11500.0,2026-12-03
Employed,55+,Master's,Retail,Bangalore,,23.0,76200.0,2026-12-04
Unemployed,25-34,High school,Technology,Bangalore,Low,30.0,103900.0,2026-12-05
Unemployed,55+,High school,Technology,Mumbai,,13.0,58900.0,2026-12-06
Employed,18-24,PhD,Technology,Hyderabad,High,,44900.0,2026-12-07
Unemployed,25-34,Bachelor’s,Healthcare,,,18.0,122600.0,2026-12-08
Unemployed,25-34,High school,Finance,Suburban,Low,30.0,19300.0,2026-12-09
Employed,25-34,Diploma,Finance,Delhi,Medium,,11700.0,2026-12-10
,,PhD,Retail,Rural,Medium,,117200.0,2026-12-11
Unemployed,18-24,PhD,Education,Hyderabad,Medium,,143100.0,2026-12-12
Employed,25-34,Bachelor’s,,Urban,Medium,,98200.0,2026-12-13
Employed,45-54,Diploma,Technology,Bangalore,High,30.0,109500.0,2026-12-14
Employed,18-24,Diploma,Finance,Mumbai,High,28.0,124100.0,2026-12-15
Unemployed,18-24,High school,Retail,Delhi,,1.0,10700.0,2026-12-16
Employed,55+,PhD,Healthcare,Urban,High,,58300.0,2026-12-17
Unemployed,18-24,Master's,Education,Bangalore,Low,5.0,,2026-12-18
Unemployed,55+,Diploma,Retail,Mumbai,Medium,,132200.0,2026-12-19
Unemployed,18-24,PhD,Technology,Suburban,High,,,2026-12-20
Employed,35-44,Master's,,Rural,Low,3.0,141500.0,2026-12-21
Unemployed,35-44,,Healthcare,Urban,Medium,10.0,142300.0,2026-12-22
Employed,18-24,Bachelor’s,Technology,Bangalore,Medium,,,2026-12-23
Employed,18-24,,Technology,Bangalore,High,7.0,107400.0,2026-12-24
Employed,25-34,Bachelor’s,,Mumbai,Low,6.0,31200.0,2026-12-25
Unemployed,,PhD,Finance,Hyderabad,Low,25.0,76500.0,2026-12-26
Employed,,Master's,Education,Hyderabad,Low,,72700.0,2026-12-27
,45-54,Master's,Healthcare,Rural,Low,6.0,60300.0,2026-12-28
Employed,45-54,High school,Retail,Urban,Low,12.0,113500.0,2026-12-29
Unemployed,,,Technology,Hyderabad,Medium,28.0,51000.0,2026-12-30
Employed,25-34,Bachelor’s,Technology,Delhi,Low,29.0,146700.0,2026-12-31
Unemployed,18-24,PhD,Finance,Urban,,,34300.0,2027-01-01
Employed,25-34,Master's,Technology,Hyderabad,High,24.0,27900.0,2027-01-02
Employed,45-54,PhD,Healthcare,Urban,Low,4.0,,2027-01-03
Employed,45-54,Master's,,Delhi,High,1.0,51500.0,2027-01-04
Unemployed,35-44,Master's,Retail,Bangalore,Low,,32800.0,2027-01-05
Employed,25-34,Master's,Retail,Bangalore,Medium,4.0,97900.0,2027-01-06
Unemployed,18-24,Master's,Finance,Rural,,,104200.0,2027-01-07
Employed,35-44,PhD,Education,Hyderabad,,,,2027-01-08
Employed,18-24,Master's,Finance,Rural,Low,27.0,61300.0,2027-01-09
Unemployed,25-34,Bachelor’s,Retail,Bangalore,High,18.0,,2027-01-10
Unemployed,18-24,Bachelor’s,Finance,Suburban,High,14.0,119300.0,2027-01-11
Unemployed,,PhD,Healthcare,Urban,Medium,25.0,22100.0,2027-01-12
,18-24,PhD,Technology,Rural,Low,,46100.0,2027-01-13
Unemployed,55+,High school,Healthcare,Urban,Low,16.0,,2027-01-14
Unemployed,25-34,High school,,Suburban,High,,28700.0,2027-01-15
Employed,,Bachelor’s,,Urban,Low,26.0,62700.0,2027-01-16
Unemployed,,High school,Retail,Suburban,Medium,,93000.0,2027-01-17
Employed,18-24,,Healthcare,Suburban,Medium,,52300.0,2027-01-18
Unemployed,45-54,Diploma,Retail,Urban,Low,,147000.0,2027-01-19
Unemployed,25-34,Master's,Finance,Urban,Low,14.0,,2027-01-20
Employed,55+,PhD,Retail,Urban,High,,78600.0,2027-01-21
Unemployed,18-24,,Technology,Mumbai,Low,,,2027-01-22
Unemployed,25-34,High school,Retail,Suburban,High,22.0,114600.0,2027-01-23
